# Real gene-level constraint metrics from gnomAD.
#
# Source: gnomAD gene constraint metrics (gnomad.v4.1.constraint_metrics.tsv), downloaded from
#   https://storage.googleapis.com/gcp-public-data--gnomad/release/4.1/constraint/gnomad.v4.1.constraint_metrics.tsv
# Version: v4.1 (parsed from the source filename; the TSV body carries no version column)
# Retrieved: 2026-08-28
# Licence: public domain (CC0). gnomAD requests attribution/citation to the flagship publication wherever the data are used; no other restriction applies.
#   See https://gnomad.broadinstitute.org/policies
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# One row per gene: gnomAD reports constraint per TRANSCRIPT, so for each gene the MANE Select transcript is preferred, then the canonical transcript, then the lexicographically smallest transcript ID (deterministic tie-break; mirrors mva.annotation.local_tables._consequence_sort_key). Only transcripts carrying an Ensembl gene ID (gene_id starting 'ENSG') are used, so ensembl_gene_id is always populated for an included gene; the gnomAD 'gene' value literally equal to 'NA' (its own missing-gene sentinel) is excluded entirely, not treated as a gene symbol.
#
# pli = lof.pLI, loeuf = lof.oe_ci.upper, mis_z = mis.z_score -- gnomAD's own high-confidence-pLoF-only ('lof.', not the merged 'lof_hc_lc.' set) and sample-size-calibrated ('z_score', not 'z_raw') columns: the same metrics gnomAD's browser shows on a gene's page. A gene with an insufficient expected-variant count for a metric ('NA' in the source) has an EMPTY cell here, NEVER 0 -- an empty LOEUF means unmeasured, not "extremely constrained" (GP-14).
# constraint_flags carries gnomAD's own QC flags for the selected transcript (e.g. no_exp_lof, outlier_mis), comma-separated; empty means no flag was set.
#
# KNOWN COVERAGE GAP in this download (found by inspecting the file, not assumed): it contains autosomal genes (chr1-chr22) ONLY. No chrX or chrY gene appears anywhere in the source (verified directly: e.g. DMD, AR, ATRX, ATP7A, BTK are entirely absent), and the mitochondrial genome has no nuclear-LOFTEE-style constraint model at all. A gene absent from this table may be real and clinically important -- absence here means "not covered by this gnomAD release/download," never "unconstrained."
#
# Accounting: 211523 transcript rows read, 802 with gnomAD's own 'NA' gene sentinel (excluded), 18203 distinct real gene symbols seen, 88 of those have no Ensembl-tagged transcript row at all and are excluded from this table: ADGRF2, ANP32C, BTNL10, C11orf40, C2orf83, C6orf201, C9orf163, C9orf47, CARD17, CENPBD1, CLECL1, CNPY3-GNMT, CRYZL2P-SEC16B, DNAJB3, EEF1AKNMT, ERV3-1-ZNF117, FAM207A, FOLH1B, GPR75-ASB3, KIAA0754, ... (68 more).
# 18115 genes included below.
gene_symbol	ensembl_gene_id	transcript_id	canonical	mane_select	pli	loeuf	mis_z	constraint_flags	source	version
PLAGL1	ENSG00000118495	ENST00000674357	true	true	0.57692	1.017	1.8843		gnomAD	v4.1
PLAGL2	ENSG00000126003	ENST00000246229	true	true	0.99102	0.469	2.6559		gnomAD	v4.1
PLAT	ENSG00000104368	ENST00000220809	true	true	6.0806e-07	0.804	0.97674		gnomAD	v4.1
PLAU	ENSG00000122861	ENST00000372764	true	true	2.192e-07	0.852	1.7867		gnomAD	v4.1
PLAUR	ENSG00000011422	ENST00000340093	true	true	8.8029e-05	0.911	0.80161		gnomAD	v4.1
PLB1	ENSG00000163803	ENST00000327757	true	true	7.1555e-75	1.114	0.2285		gnomAD	v4.1
PLBD1	ENSG00000121316	ENST00000240617	true	true	1.1452e-16	1.227	1.0351		gnomAD	v4.1
PLBD2	ENSG00000151176	ENST00000280800	true	true	3.2266e-15	1.045	-0.15777		gnomAD	v4.1
PLCB1	ENSG00000182621	ENST00000338037	true	true	1	0.357	3.7087		gnomAD	v4.1
PLCB2	ENSG00000137841	ENST00000260402	true	true	4.854e-28	0.962	1.2513		gnomAD	v4.1
PLCB3	ENSG00000149782	ENST00000279230	true	true	0.99465	0.468	3.7091		gnomAD	v4.1
PLCB4	ENSG00000101333	ENST00000378473	true	true	0.97247	0.509	3.2834		gnomAD	v4.1
PLCD1	ENSG00000187091	ENST00000334661	true	true	1.642e-19	0.954	1.9691		gnomAD	v4.1
PLCD3	ENSG00000161714	ENST00000619929	true	true	7.4682e-21	1.173	-0.55098		gnomAD	v4.1
PLCD4	ENSG00000115556	ENST00000450993	true	true	1.2999e-13	0.803	1.9351		gnomAD	v4.1
PLCE1	ENSG00000138193	ENST00000371380	true	true	3.8869e-10	0.564	3.1225		gnomAD	v4.1
PLCG1	ENSG00000124181	ENST00000685551	true	true	0.16795	0.504	3.7025		gnomAD	v4.1
PLCG2	ENSG00000197943	ENST00000564138	true	true	0.9987	0.461	-0.641		gnomAD	v4.1
PLCH1	ENSG00000114805	ENST00000460012	true	true	0.00018921	0.654	2.7887		gnomAD	v4.1
PLCH2	ENSG00000149527	ENST00000378486	true	true	5.9134e-28	1.012	-1.0552		gnomAD	v4.1
PLCL1	ENSG00000115896	ENST00000428675	true	true	8.0292e-05	0.663	1.6911		gnomAD	v4.1
PLCL2	ENSG00000154822	ENST00000615277	true	true	1	0.091	5.1126		gnomAD	v4.1
PLCXD2	ENSG00000240891	ENST00000477665	true	true	1.1659e-05	0.996	0.4663		gnomAD	v4.1
PLCXD3	ENSG00000182836	ENST00000377801	true	true	1.9725e-05	1.05	-0.052377		gnomAD	v4.1
PLCZ1	ENSG00000139151	ENST00000266505	true	true	2.5637e-14	0.965	-0.38334		gnomAD	v4.1
PLD1	ENSG00000075651	ENST00000351298	true	true	1.6495e-06	0.822	0.59664		gnomAD	v4.1
PLD2	ENSG00000129219	ENST00000263088	true	true	1.5823e-23	0.933	1.0679		gnomAD	v4.1
PLD3	ENSG00000105223	ENST00000409735	true	true	4.4476e-05	0.727	0.8487		gnomAD	v4.1
PLD4	ENSG00000166428	ENST00000392593	true	true	2.0155e-24	1.583	-1.7793		gnomAD	v4.1
PLD5	ENSG00000180287	ENST00000536534	true	true	1.6032e-07	0.798	2.082		gnomAD	v4.1
PLD5P1	ENSG00000283930	ENST00000640275	true	false			0.43049	no_exp_lof	gnomAD	v4.1
PLD6	ENSG00000179598	ENST00000321560	true	true	3.464e-05	1.922	-1.1223		gnomAD	v4.1
PLEC	ENSG00000178209	ENST00000345136	true	true	5.951e-44	0.726	-2.7548	outlier_syn	gnomAD	v4.1
PLEK	ENSG00000115956	ENST00000234313	true	true	0.012326	0.809	0.50143		gnomAD	v4.1
PLEK2	ENSG00000100558	ENST00000216446	true	true	2.1513e-05	0.924	0.93141		gnomAD	v4.1
PLEKHA1	ENSG00000107679	ENST00000368990	true	true	5.5263e-07	0.956	0.21443		gnomAD	v4.1
PLEKHA2	ENSG00000169499	ENST00000617275	true	true	2.1705e-05	0.805	1.7775		gnomAD	v4.1
PLEKHA3	ENSG00000116095	ENST00000234453	true	true	0.10475	0.695	1.8111		gnomAD	v4.1
PLEKHA4	ENSG00000105559	ENST00000263265	true	true	1.3677e-15	0.899	0.38056		gnomAD	v4.1
PLEKHA5	ENSG00000052126	ENST00000429027	true	true	0.99999	0.369	0.84997		gnomAD	v4.1
PLEKHA6	ENSG00000143850	ENST00000272203	true	true	2.0516e-08	0.692	0.63162		gnomAD	v4.1
PLEKHA7	ENSG00000166689	ENST00000531066	true	true	1.1987e-18	0.726	0.64486		gnomAD	v4.1
PLEKHA8	ENSG00000106086	ENST00000449726	true	true	2.2705e-05	0.758	1.4678		gnomAD	v4.1
PLEKHB1	ENSG00000021300	ENST00000354190	true	true	3.9867e-09	1.15	0.21387		gnomAD	v4.1
PLEKHB2	ENSG00000115762	ENST00000693505	true	true	0.00021155	1.236	0.52479		gnomAD	v4.1
PLEKHD1	ENSG00000175985	ENST00000322564	true	true	3.6938e-13	0.911	1.169		gnomAD	v4.1
PLEKHF1	ENSG00000166289	ENST00000436066	true	true	0.013304	1.898	-0.95651		gnomAD	v4.1
PLEKHF2	ENSG00000175895	ENST00000315367	true	true	0.86623	0.611	2.5211		gnomAD	v4.1
PLEKHG1	ENSG00000120278	ENST00000358517	true	false	0.020728	0.59	1.9951		gnomAD	v4.1
PLEKHG2	ENSG00000090924	ENST00000425673	true	true	1.1957e-17	0.863	0.72325		gnomAD	v4.1
PLEKHG3	ENSG00000126822	ENST00000247226	true	true	1.1544e-11	0.809	1.6196		gnomAD	v4.1
PLEKHG4	ENSG00000196155	ENST00000379344	true	true	8.0019e-15	0.719	2.4368		gnomAD	v4.1
PLEKHG4B	ENSG00000153404	ENST00000637938	true	true	6.2475e-36	1.147	-1.0309		gnomAD	v4.1
PLEKHG5	ENSG00000171680	ENST00000377728	true	true	1.275e-08	0.706	0.82345		gnomAD	v4.1
PLEKHG6	ENSG00000008323	ENST00000684764	true	true	3.9055e-28	1.178	-0.81588		gnomAD	v4.1
PLEKHG7	ENSG00000187510	ENST00000344636	true	true	1.636e-18	1.18	0.2936		gnomAD	v4.1
PLEKHH1	ENSG00000054690	ENST00000329153	true	true	1.0601e-19	0.854	2.5053		gnomAD	v4.1
PLEKHH2	ENSG00000152527	ENST00000282406	true	true	4.7828e-23	0.819	-2.0004		gnomAD	v4.1
PLEKHH3	ENSG00000068137	ENST00000591022	true	true	2.5064e-17	1.082	-1.4995		gnomAD	v4.1
PLEKHJ1	ENSG00000104886	ENST00000326631	true	true	2.4576e-09	1.593	-1.5888		gnomAD	v4.1
PLEKHM1	ENSG00000225190	ENST00000430334	true	true	0.99991	0.433	4.3929		gnomAD	v4.1
PLEKHM2	ENSG00000116786	ENST00000375799	true	true	1.5355e-22	1.086	0.49005		gnomAD	v4.1
PLEKHM3	ENSG00000178385	ENST00000427836	true	true	9.1582e-06	0.661	2.1636		gnomAD	v4.1
PLEKHN1	ENSG00000187583	ENST00000379410	true	true	5.7016e-26	1.339	-3.1386	outlier_mis	gnomAD	v4.1
PLEKHO1	ENSG00000023902	ENST00000369124	true	true	0.024235	0.729	0.67233		gnomAD	v4.1
PLEKHO2	ENSG00000241839	ENST00000323544	true	true	5.2883e-05	0.907	1.0912		gnomAD	v4.1
PLEKHS1	ENSG00000148735	ENST00000361048	true	false	7.4922e-13	1.42	0.75363		gnomAD	v4.1
PLET1	ENSG00000188771	ENST00000338832	true	true	1.8877e-06	1.444	0.0092232		gnomAD	v4.1
PLG	ENSG00000122194	ENST00000308192	true	true	0.16673	0.559	1.5082		gnomAD	v4.1
PLGRKT	ENSG00000107020	ENST00000223864	true	true	5.8431e-06	1.954	-0.92963		gnomAD	v4.1
PLIN1	ENSG00000166819	ENST00000300055	true	true	3.4483e-12	1.201	-2.213		gnomAD	v4.1
PLIN2	ENSG00000147872	ENST00000276914	true	true	4.1272e-11	1.393	-0.83961		gnomAD	v4.1
PLIN3	ENSG00000105355	ENST00000221957	true	true	1.3806e-10	1.213	0.059654		gnomAD	v4.1
PLIN4	ENSG00000167676	ENST00000301286	true	true	2.5209e-21	1.491	-1.4159		gnomAD	v4.1
PLIN5	ENSG00000214456	ENST00000381848	true	true	2.6386e-12	1.525	-1.5464		gnomAD	v4.1
PLK1	ENSG00000166851	ENST00000300093	true	true	1	0.205	3.5467		gnomAD	v4.1
PLK2	ENSG00000145632	ENST00000274289	true	true	0.99572	0.471	3.0114		gnomAD	v4.1
PLK3	ENSG00000173846	ENST00000372201	true	true	1.2881e-07	0.766	0.89604		gnomAD	v4.1
PLK4	ENSG00000142731	ENST00000270861	true	true	0.17992	0.619	1.0857		gnomAD	v4.1
PLK5	ENSG00000185988	ENST00000454744	true	true	4.7704e-10	1.284	-0.7573		gnomAD	v4.1
PLLP	ENSG00000102934	ENST00000219207	true	true	3.1545e-05	1.399	-0.44288		gnomAD	v4.1
PLN	ENSG00000198523	ENST00000357525	true	true	0.41691	1.704	-0.41779		gnomAD	v4.1
PLOD1	ENSG00000083444	ENST00000196061	true	true	5.4923e-15	0.938	1.0078		gnomAD	v4.1
PLOD2	ENSG00000152952	ENST00000282903	true	true	6.8068e-07	1.209	0.24827		gnomAD	v4.1
PLOD3	ENSG00000106397	ENST00000223127	true	true	1.6589e-17	0.925	-0.055463		gnomAD	v4.1
PLPBP	ENSG00000147471	ENST00000328195	true	true	5.3167e-06	1.049	0.913		gnomAD	v4.1
PLPP1	ENSG00000067113	ENST00000307259	true	true	5.0639e-07	1.07	0.57909		gnomAD	v4.1
PLPP2	ENSG00000141934	ENST00000434325	true	true	7.831e-09	1.11	0.2693		gnomAD	v4.1
PLPP3	ENSG00000162407	ENST00000371250	true	true	0.99866	0.403	1.9964		gnomAD	v4.1
PLPP4	ENSG00000203805	ENST00000398250	true	true	0.00011131	1.018	1.8546		gnomAD	v4.1
PLPP5	ENSG00000147535	ENST00000424479	true	true	1.5947e-13	1.825	-0.1917		gnomAD	v4.1
PLPP6	ENSG00000205808	ENST00000381883	true	true	4.8487e-07	1.765	-2.8886		gnomAD	v4.1
PLPP7	ENSG00000160539	ENST00000372264	true	true	0.00027358	1.309	-0.062108		gnomAD	v4.1
PLPPR1	ENSG00000148123	ENST00000374874	true	true	0.94425	0.538	2.2188		gnomAD	v4.1
PLPPR2	ENSG00000105520	ENST00000688289	true	true	0.99341	0.473	1.8648		gnomAD	v4.1
PLPPR3	ENSG00000129951	ENST00000520876	true	true	0.00032969	1.034	-5.509	outlier_mis,outlier_syn	gnomAD	v4.1
PLPPR4	ENSG00000117600	ENST00000370185	true	true	0.40759	0.579	3.2329		gnomAD	v4.1
PLPPR5	ENSG00000117598	ENST00000263177	true	true	0.089373	0.702	2.1289		gnomAD	v4.1
PLRG1	ENSG00000171566	ENST00000499023	true	true	0.94501	0.541	2.4598		gnomAD	v4.1
PLS1	ENSG00000120756	ENST00000457734	true	true	0.37457	0.698	1.3851		gnomAD	v4.1
PLSCR1	ENSG00000188313	ENST00000342435	true	true	0.72335	0.673	0.7579		gnomAD	v4.1
PLSCR2	ENSG00000163746	ENST00000610787	true	false	0.056655	1.265	0.40111		gnomAD	v4.1
PLSCR3	ENSG00000187838	ENST00000619711	true	true	0.0030786	0.833	0.043809		gnomAD	v4.1
PLSCR4	ENSG00000114698	ENST00000354952	true	true	0.26595	0.708	0.47716		gnomAD	v4.1
PLSCR5	ENSG00000231213	ENST00000443512	true	true	3.8801e-18	1.921	-1.163		gnomAD	v4.1
PLTP	ENSG00000100979	ENST00000372431	true	true	2.8479e-12	1.002	0.88764		gnomAD	v4.1
PLVAP	ENSG00000130300	ENST00000252590	true	true	1.6527e-09	1.015	0.62669		gnomAD	v4.1
PLXDC1	ENSG00000161381	ENST00000315392	true	true	2.5302e-06	0.864	1.0285		gnomAD	v4.1
PLXDC2	ENSG00000120594	ENST00000377252	true	true	5.6718e-06	0.757	0.25104		gnomAD	v4.1
PLXNA1	ENSG00000114554	ENST00000393409	true	true	0.62712	0.486	4.1696		gnomAD	v4.1
PLXNA2	ENSG00000076356	ENST00000367033	true	true	0.00046067	0.525	4.3988		gnomAD	v4.1
PLXNA4	ENSG00000221866	ENST00000321063	true	true	1	0.289	5.5996		gnomAD	v4.1
PLXNB1	ENSG00000164050	ENST00000296440	true	true	1.3824e-13	0.615	3.1806		gnomAD	v4.1
PLXNB2	ENSG00000196576	ENST00000359337	true	true	8.0925e-06	0.545	3.4743		gnomAD	v4.1
PLXNC1	ENSG00000136040	ENST00000258526	true	true	0.00075738	0.579	2.8103		gnomAD	v4.1
PLXND1	ENSG00000004399	ENST00000324093	true	true	1	0.401	2.7074		gnomAD	v4.1
PM20D1	ENSG00000162877	ENST00000367136	true	true	2.4209e-15	1.177	0.82274		gnomAD	v4.1
PM20D2	ENSG00000146281	ENST00000275072	true	true	3.5855e-09	1.203	-0.78222		gnomAD	v4.1
PMAIP1	ENSG00000141682	ENST00000316660	true	true	0.017886	1.855	-0.74821		gnomAD	v4.1
PMCH	ENSG00000183395	ENST00000329406	true	true	0.17359	0.985	0.62328		gnomAD	v4.1
PMEL	ENSG00000185664	ENST00000548747	true	true	6.4794e-13	0.965	1.7604		gnomAD	v4.1
PMEPA1	ENSG00000124225	ENST00000341744	true	true	0.26094	0.794	-0.11789		gnomAD	v4.1
PMF1	ENSG00000160783	ENST00000368277	true	true	2.4348e-06	1.231	0.053932		gnomAD	v4.1
PMF1-BGLAP	ENSG00000260238	ENST00000490491	true	false	7.4127e-07	1.202	-0.018295		gnomAD	v4.1
PMFBP1	ENSG00000118557	ENST00000237353	true	true	2.9141e-38	1.03	0.32096		gnomAD	v4.1
PML	ENSG00000140464	ENST00000268058	true	true	0.02183	0.613	1.9612		gnomAD	v4.1
PMM1	ENSG00000100417	ENST00000216259	true	true	1.0505e-06	1.067	0.78498		gnomAD	v4.1
PMM2	ENSG00000140650	ENST00000268261	true	true	5.5214e-08	1.937	-1.8037		gnomAD	v4.1
PMP2	ENSG00000147588	ENST00000256103	true	true	0.012079	1.511	-0.1141		gnomAD	v4.1
PMP22	ENSG00000109099	ENST00000312280	true	true	0.99479	0.374	0.70125		gnomAD	v4.1
PMPCA	ENSG00000165688	ENST00000371717	true	true	1.8317e-09	1.111	-0.2692		gnomAD	v4.1
PMPCB	ENSG00000105819	ENST00000249269	true	true	1.4703e-09	1.085	0.35775		gnomAD	v4.1
PMS1	ENSG00000064933	ENST00000441310	true	true	1.3838e-13	1.085	0.79244		gnomAD	v4.1
PMS2	ENSG00000122512	ENST00000265849	true	true	5.3905e-09	0.898	0.36886		gnomAD	v4.1
PMVK	ENSG00000163344	ENST00000368467	true	true	0.022763	0.869	0.7558		gnomAD	v4.1
PNISR	ENSG00000132424	ENST00000369239	true	true	0.99993	0.389	1.2828		gnomAD	v4.1
PNKD	ENSG00000127838	ENST00000273077	true	true	2.9216e-10	1.131	0.079285		gnomAD	v4.1
PNKP	ENSG00000039650	ENST00000322344	true	true	2.5733e-34	1.527	-2.7921		gnomAD	v4.1
PNLDC1	ENSG00000146453	ENST00000392167	true	true	2.4038e-20	1.04	0.87825		gnomAD	v4.1
PNLIP	ENSG00000175535	ENST00000369221	true	true	3.1358e-07	0.984	1.1953		gnomAD	v4.1
PNLIPRP1	ENSG00000187021	ENST00000358834	true	true	2.1199e-14	1.324	0.45422		gnomAD	v4.1
PNLIPRP2	ENSG00000266200	ENST00000591655	true	false	3.4019e-09	1.26	-0.35652		gnomAD	v4.1
PNLIPRP3	ENSG00000203837	ENST00000369230	true	true	8.963e-20	1.464	-0.29207		gnomAD	v4.1
PNMA1	ENSG00000176903	ENST00000316836	true	true	1.8843e-06	1.125	0.48947		gnomAD	v4.1
PNMA2	ENSG00000240694	ENST00000522362	true	true	0.0010773	1.213	0.33061		gnomAD	v4.1
PNMA8A	ENSG00000182013	ENST00000313683	true	true	0.0012105	0.975	-0.013952		gnomAD	v4.1
PNMA8B	ENSG00000204851	ENST00000599531	true	true	0.31079	1.875	-0.49036		gnomAD	v4.1
PNMT	ENSG00000141744	ENST00000269582	true	true	9.1552e-09	1.458	-0.39318		gnomAD	v4.1
PNN	ENSG00000100941	ENST00000216832	true	true	0.42646	0.564	0.38246		gnomAD	v4.1
PNO1	ENSG00000115946	ENST00000263657	true	true	0.058907	0.999	0.39898		gnomAD	v4.1
PNOC	ENSG00000168081	ENST00000301908	true	true	0.0044672	1.107	0.24413		gnomAD	v4.1
PNP	ENSG00000198805	ENST00000361505	true	true	7.9454e-05	0.995	1.1195		gnomAD	v4.1
PNPLA1	ENSG00000180316	ENST00000636260	true	true	1.6659e-08	0.945	0.68966		gnomAD	v4.1
PNPLA2	ENSG00000177666	ENST00000336615	true	true	2.7218e-09	1.221	-2.1674		gnomAD	v4.1
PNPLA3	ENSG00000100344	ENST00000216180	true	true	2.6851e-14	1.239	-0.25152		gnomAD	v4.1
PNPLA5	ENSG00000100341	ENST00000216177	true	true	7.2866e-16	1.283	-1.0975		gnomAD	v4.1
PNPLA6	ENSG00000032444	ENST00000600737	true	true	1.0474e-24	0.872	3.5278		gnomAD	v4.1
PNPLA7	ENSG00000130653	ENST00000406427	true	true	6.9718e-53	1.154	0.49318		gnomAD	v4.1
PNPLA8	ENSG00000135241	ENST00000257694	true	true	0.00092603	0.775	0.27785		gnomAD	v4.1
PNPO	ENSG00000108439	ENST00000642017	true	true	1.8868e-12	1.481	0.81482		gnomAD	v4.1
PNPT1	ENSG00000138035	ENST00000447944	true	true	0.00014785	0.64	0.28809		gnomAD	v4.1
PNRC1	ENSG00000146278	ENST00000336032	true	true	0.54904	0.715	-1.8078		gnomAD	v4.1
PNRC2	ENSG00000189266	ENST00000334351	true	true	0.96504	0.451	0.73582		gnomAD	v4.1
POC1A	ENSG00000164087	ENST00000296484	true	true	1.0342e-06	0.988	1.266		gnomAD	v4.1
POC1B	ENSG00000139323	ENST00000313546	true	true	2.3222e-07	0.967	0.31956		gnomAD	v4.1
POC1B-GALNT4	ENSG00000259075	ENST00000548729	true	false	0.00034649	0.76	-0.45259		gnomAD	v4.1
POC5	ENSG00000152359	ENST00000428202	true	true	2.6214e-09	0.995	-0.32677		gnomAD	v4.1
PODN	ENSG00000174348	ENST00000312553	true	true	1.1927e-10	1.013	1.4298		gnomAD	v4.1
PODNL1	ENSG00000132000	ENST00000588872	true	true	2.3079e-21	1.639	-1.6935		gnomAD	v4.1
PODXL	ENSG00000128567	ENST00000378555	true	true	0.266	0.605	0.99686		gnomAD	v4.1
PODXL2	ENSG00000114631	ENST00000342480	true	true	0.95026	0.523	0.96419		gnomAD	v4.1
POFUT1	ENSG00000101346	ENST00000375749	true	true	0.19922	0.641	0.54158		gnomAD	v4.1
POFUT2	ENSG00000186866	ENST00000349485	true	true	0.0019336	0.717	0.57207		gnomAD	v4.1
POGK	ENSG00000143157	ENST00000367876	true	true	0.99977	0.419	4.035		gnomAD	v4.1
POGLUT1	ENSG00000163389	ENST00000295588	true	true	0.002194	0.824	1.1148		gnomAD	v4.1
POGLUT2	ENSG00000134901	ENST00000376004	true	true	1.2211e-09	1.133	0.71823		gnomAD	v4.1
POGLUT3	ENSG00000178202	ENST00000323468	true	true	7.219e-13	1.201	-0.45259		gnomAD	v4.1
POGZ	ENSG00000143442	ENST00000271715	true	true	1	0.198	4.1479		gnomAD	v4.1
POLA2	ENSG00000014138	ENST00000265465	true	true	0.00070727	0.699	1.5884		gnomAD	v4.1
POLB	ENSG00000070501	ENST00000265421	true	true	0.026155	1.772	0.6762		gnomAD	v4.1
POLD1	ENSG00000062822	ENST00000440232	true	true	8e-19	0.878	1.3967		gnomAD	v4.1
POLD2	ENSG00000106628	ENST00000610533	true	true	4.5265e-08	0.93	2.5061		gnomAD	v4.1
POLD3	ENSG00000077514	ENST00000263681	true	true	0.99614	0.41	0.4016		gnomAD	v4.1
POLD4	ENSG00000175482	ENST00000312419	true	true	0.0068287	1.27	-0.097623		gnomAD	v4.1
POLDIP2	ENSG00000004142	ENST00000540200	true	true	8.2864e-06	1.065	1.092		gnomAD	v4.1
POLDIP3	ENSG00000100227	ENST00000252115	true	true	0.98539	0.495	0.78817		gnomAD	v4.1
POLE	ENSG00000177084	ENST00000320574	true	true	2.7396e-38	0.75	2.6706		gnomAD	v4.1
POLE2	ENSG00000100479	ENST00000216367	true	true	0.0013434	1.935	-1.6725		gnomAD	v4.1
POLE3	ENSG00000148229	ENST00000374171	true	true	0.012824	1.15	0.2974		gnomAD	v4.1
POLE4	ENSG00000115350	ENST00000483063	true	true	0.00011549	1.906	-2.987	outlier_mis	gnomAD	v4.1
POLG	ENSG00000140521	ENST00000268124	true	true	2.1691e-26	0.847	-0.43598		gnomAD	v4.1
POLG2	ENSG00000256525	ENST00000539111	true	true	1.5891e-08	1.156	0.3348		gnomAD	v4.1
POLH	ENSG00000170734	ENST00000372236	true	true	3.0587e-09	0.846	1.5982		gnomAD	v4.1
POLI	ENSG00000101751	ENST00000579534	true	true	7.0899e-05	1.719	-0.87726		gnomAD	v4.1
POLK	ENSG00000122008	ENST00000241436	true	false	5.9664e-07	0.924	0.95401		gnomAD	v4.1
POLL	ENSG00000166169	ENST00000370162	true	true	9.4042e-12	0.963	1.6218		gnomAD	v4.1
POLM	ENSG00000122678	ENST00000242248	true	true	9.1588e-18	1.177	-0.5321		gnomAD	v4.1
POLN	ENSG00000130997	ENST00000511885	true	true	1.5183e-20	1.019	0.41076		gnomAD	v4.1
POLQ	ENSG00000051341	ENST00000264233	true	true	1.832e-46	1.026	1.6405		gnomAD	v4.1
POLR1A	ENSG00000068654	ENST00000263857	true	true	0.90613	0.479	4.9844		gnomAD	v4.1
POLR1B	ENSG00000125630	ENST00000263331	true	true	1	0.363	4.7517		gnomAD	v4.1
POLR1C	ENSG00000171453	ENST00000642195	true	true	2.3003e-12	1.261	-0.56465		gnomAD	v4.1
POLR1D	ENSG00000186184	ENST00000302979	true	true	0.0035229	1.63	0.37535		gnomAD	v4.1
POLR1E	ENSG00000137054	ENST00000377798	true	true	1.8161e-11	1.123	1.4262		gnomAD	v4.1
POLR1F	ENSG00000105849	ENST00000222567	true	true	4.7569e-09	1.36	-0.1457		gnomAD	v4.1
POLR1G	ENSG00000117877	ENST00000309424	true	true	6.0077e-06	1.907	0.65595		gnomAD	v4.1
POLR1H	ENSG00000066379	ENST00000332435	true	true	0.91811	0.569	1.9176		gnomAD	v4.1
POLR2A	ENSG00000181222	ENST00000674977	true	false	1	0.202	9.204		gnomAD	v4.1
POLR2B	ENSG00000047315	ENST00000314595	true	true	0.24489	0.568	6.4712		gnomAD	v4.1
POLR2C	ENSG00000102978	ENST00000219252	true	true	4.6539e-08	1.089	1.7277		gnomAD	v4.1
POLR2D	ENSG00000144231	ENST00000272645	true	true	0.0018559	1.578	0.90338		gnomAD	v4.1
POLR2E	ENSG00000099817	ENST00000615234	true	true	2.7362e-12	1.522	0.25804		gnomAD	v4.1
POLR2F	ENSG00000100142	ENST00000442738	true	true	0.0035222	0.988	1.2542		gnomAD	v4.1
POLR2G	ENSG00000168002	ENST00000301788	true	true	1.4127e-05	1.205	2.2263		gnomAD	v4.1
POLR2H	ENSG00000163882	ENST00000456318	true	true	0.8258	0.646	1.5715		gnomAD	v4.1
POLR2I	ENSG00000105258	ENST00000221859	true	true	0.00098116	0.944	1.7973		gnomAD	v4.1
POLR2J	ENSG00000005075	ENST00000292614	true	true	7.9495e-06	1.886	1.5237		gnomAD	v4.1
POLR2J3	ENSG00000168255	ENST00000513506	true	false	0.8161	0.664	2.5103		gnomAD	v4.1
POLR2L	ENSG00000177700	ENST00000322028	true	true	0.0069583	1.866	-0.65416		gnomAD	v4.1
POLR2M	ENSG00000255529	ENST00000299638	true	true	6.4997e-10	1.264	0.1524		gnomAD	v4.1
POLR3A	ENSG00000148606	ENST00000372371	true	true	6.1797e-22	0.836	3.679		gnomAD	v4.1
POLR3B	ENSG00000013503	ENST00000228347	true	true	8.1416e-14	0.84	3.4949		gnomAD	v4.1
POLR3C	ENSG00000186141	ENST00000334163	true	true	0.00025367	1.058	0.82196		gnomAD	v4.1
POLR3D	ENSG00000168495	ENST00000306433	true	true	4.4082e-13	1.223	-0.1378		gnomAD	v4.1
POLR3E	ENSG00000058600	ENST00000299853	true	true	0.19201	0.56	1.4997		gnomAD	v4.1
POLR3F	ENSG00000132664	ENST00000377603	true	true	0.030764	1.012	1.1975		gnomAD	v4.1
POLR3G	ENSG00000113356	ENST00000651687	true	true	1.0206e-06	1.175	0.52067		gnomAD	v4.1
POLR3GL	ENSG00000121851	ENST00000369314	true	true	6.5261e-07	1.1	0.81107		gnomAD	v4.1
POLR3H	ENSG00000100413	ENST00000355209	true	true	0.0019411	0.937	0.018538		gnomAD	v4.1
POLR3K	ENSG00000161980	ENST00000293860	true	true	0.0012972	1.304	0.19365		gnomAD	v4.1
POLRMT	ENSG00000099821	ENST00000588649	true	true	3.4244e-43	1.26	-4.381	outlier_mis,outlier_syn	gnomAD	v4.1
POM121	ENSG00000196313	ENST00000434423	true	true	0.0023151	0.633	1.4401		gnomAD	v4.1
POM121C	ENSG00000272391	ENST00000615331	true	true	0.81623	0.543	4.3323		gnomAD	v4.1
POM121L12	ENSG00000221900	ENST00000408890	true	true			-2.3716	no_exp_lof	gnomAD	v4.1
